review,score,label,score/counter,tanggal,sentiment
walaupun bagai cuisine cukup western cuisine nya steak suggest pesan australian wagyu steak ala the stone nya cukup average taste minum lokal hangat hangat baik pesan susu madu jahe bandrek good ambiance especially at night as you belum gaze around bandung city lights and feel the wind breeze,5,positif,0.10416666666666667,2016-08-01,1
tempat seru saung kurang tinggi tempat kalau saung tempat nyaman makan enak layan ramah musholanya lokasi ga terlalu jauh,1,positif,0.05263157894736842,2016-05-01,1
penasaran rekomendasi trip advisor keluarga unjung kafe dago atas sebut pandang kota bandung cukup buat hati senang karya ilahi cafe sangat baik pasang keluarga walaupun harga tawar cukup tinggi ukur steak cukup pandang beri tempat makan gazebo lucu,11,positif,0.2894736842105263,2016-04-01,1
suasana nya enak kamu numpul bareng tmn tmn makan suka khas sunda tampil mewah harga timpal nyaman,3,positif,0.17647058823529413,2016-03-01,1
tempat upa joglo adapun ruang lebih banyak joglo makan lumayan enak harga lumayan mahal pandang the stone cafe view city cocok suasana romantic,4,positif,0.17391304347826086,2016-01-01,1
kesana membwa group tempat cozy makan cukup baik dr segi tampil rasa sayang hibur jauh cafe sedia life band letak turut jauh jadi tidak terlalu kedengeran decor,1,positif,0.037037037037037035,2016-01-01,1
keluarga sering stone cafe duduk sana hadap selatan pandang nya kota bandung apa mslam hari sinar lampy gemelanpan makan nya nya okok,0,netral,0.0,2015-08-01,0
banyak resto daerah dago view bandung lihat restoran kalau makan rasa biasa pakai mobil sabar susah tempat parkir,0,netral,0.0,2015-08-01,0
makan teman arisan sangat senang walaupun layan sedikit lama harga cukup mahal pandang foto bagus banget,0,netral,0.0,2015-07-01,0
restaurant letak tinggi atas bukit dago sedia saung luar resto romantis view kota bandung kerlap kerlip lampu kota menu makan variasi indonesia western rasa standard harga overated terlalu mahal suasana cafe santai cuaca dingin kota bandung jadi salah satu daya tarik,-3,negatif,-0.07317073170731707,2015-05-01,2
suasana nyaman daerah dago atas hawa sejuk layan ramah harga masuk mahal mes nasi raos harga rp rasa cukup enak utama ayam kampung sangat pintar olah empuk enak sambal kurang,4,positif,0.13333333333333333,2015-02-01,1
makan mlm kali kurang puas layan hufttt mudah jngan gin tamu raja,0,netral,0.0,2015-01-01,0
coba restaurant rekomendasi rekan kantor letak cukup strategis arah daerah dago atas memang banyak tempat wisata belanja kuliner letak nya atas bukit kecil suguh pandang gemerlap nya kota bandung saji live music tambah hangat suasana malam makan saji cukup variatif rasa turut standard tempat kumpul keluarga dar gathering rekan kantor tempat cukup layak jadi pilih iya satu tempat parkir mohon luas iya,7,positif,0.11290322580645161,2014-10-01,1
tempatnyaa nanjakkk kadang capek dluan habis turun kendara makan tempat atas makan sih porsi large laa sesuai sama pricenya yaa cm haruss sedikit sabar pas cari waiter buat minta bill kayak jalanny jauhh dehh yaa makan enyakkkkk,2,positif,0.05405405405405406,2014-09-01,1
positif makan eropanya mantap porsi besar rasa enak view bandung malam bagus lokasi gampang temu ga terlalu jauh negatif parkir batas harga tengah atas,1,positif,0.041666666666666664,2016-07-01,1
pandang indah banget tinggi kota bandung suasana romantis angin mlm sepoi sejuk parkir kurang harga mknan mahal rasa standar masalah tempat lahhhh recomended candle terang dinner,1,positif,0.038461538461538464,2016-06-01,1
deko suasana pandang live band restoran tarik letak atas bukit tidak jauh hotel tempat inap hotel accordia dago,-1,negatif,-0.05555555555555555,2016-06-01,2
makan saji sangat enak tempat nyaman buat betah lama lama sini makan lihat pandang kota bandung atas tinggi menu indonesia western lengkap taste mewah buat cafe milik banyak langgan setia baik lokal bandung hingga seluruh nusantara bahkan hingga langgan malaysia singapore,3,positif,0.07317073170731707,2016-04-01,1
sama istri anak dinner stone cafe sambut layan ramah sigap take order makan nya maknyuss overall great place with great food,2,positif,0.09523809523809523,2016-03-01,1
makan malam asik dengar live music layan muas g perlu nunggu lama order makan sayang stone cafe belum punya wine enak unfortunetly sulit view bagus kalau malam minggu week end selalu full sabar nunggu antri tempat duduk,1,positif,0.02702702702702703,2016-03-01,1
lokasi restoran mungkin tidak pusat ramai bandung tawar tempat nyaman tempat makan upa gazebo gazebo bentuk leseh beri kursi meja pilih makan sangat agam mulai makan tradisional makan asia hingga makan barat rasa nikmat siang hari nikmat pandang kota bandung atas sedang malam hari nikmat pandang lampu lampu kota bandung,3,positif,0.06,2016-01-01,1
awal susah parkir penuh unjung lalu tempat makan aga nanjak parkir bawah duduk view bandung dng citylight nya keren makan indonesia layan nya cepat harga tengah atas live musik hari,2,positif,0.06666666666666667,2016-01-01,1
kali the stone cafe suka view bandung sini keren makananya enak cuma iya atas rata rata layan ramah saran kalau datang memang malam hari atmosfer keren menu favorit sop buntut sama caffe latte,7,positif,0.21212121212121213,2016-01-01,1
siapa sih gk kenal dago hahaha makan enak pertama kesini sesat gara belum tahu jalan hahaha designnya unik tempat nya bagus cozy nyaman adem daerah gunung makan enak sop buntut sipoooww,6,positif,0.1935483870967742,2015-12-01,1
overall puas makan malam sini layan banget kesana sama rombong booking jauh hari sana makan siap jadi tidak perlu tunggu lama chicken gordon blue sini enak banget extra cheese nya asa banget mmmm nyam nyam kalau bandung mau mampir kesini,0,netral,0.0,2015-01-01,0
tiap bandung biasa sempat mampir cafe makan enak live music pandang kota bandung bagus letak dago pakar atas jadi siap bawa jaket dingiiin skali walo dingin tetep ga bosen kalau kemari,1,positif,0.03225806451612903,2014-05-01,1
seringkali keluarga makan resto makan enak utama suasana nya nyaman saung leseh letak atas rupa tempat pilih pandang bawah lihat kota bandung indah waktu malam,3,positif,0.12,2014-05-01,1
pandang luar biasa makan cukup enak khusus senang tempat relax resto jadi rekomendasi,4,positif,0.3076923076923077,2014-05-01,1
sdh ulang kali kesana sama keluarga tmn tetap tidak ubah tmptnya enak nyaman makan enak,3,positif,0.2,2013-11-01,1
layan bagus makan enak sop buntut enak benar suasana enak and penting harga jangkau recommended deh pokok,8,positif,0.47058823529411764,2013-10-01,1
kalau kalian kesini pakai hot pant umhh kayak saltum alias salah kostum sini dingin banget treletak daerah dago atas milih tempat sana mau saung gazebo makan table banyak milih saung kalau sore lihat deh lampu kota bandung indah banget tambah udara dingin romantis romantic dinner kayak cocok buat mau sama pasang,1,positif,0.0196078431372549,2013-02-01,1
suasana restoran bagus sekali santa sama keluarga tambah live band makan enak utama sop buntut pokok kalau bandung mampir tempat,2,positif,0.1,2019-06-01,1
suka makan resto pasang keluarga tempat sangat nyaman milik privacy jauh ramai jadi sangat enak bila bincang nikmat makan lezat,2,positif,0.1,2019-04-01,1
sekian kali stone cafe tidak pernah bosan santai diresto friendly staff tetep awal dateng pulang ramah banget crew nya makan cafe deket situ memang juara plus nya live music tiap malam makin betah lama lama sini kalau dateng weekend lebih baik reservasi dulu deh biar tempat,-1,negatif,-0.021739130434782608,2018-04-01,2
tempat uasikkk kalau malam tanin musik okkk view okkk tunggu datang kalau bndng mampir mksh untk layan crew the stone cafe,0,netral,0.0,2017-10-01,0
harga gak terlalu mahal view nya oke punya live musik nya keren habis suasana cocok orang tua anak anak tema leseh,1,positif,0.047619047619047616,2017-09-01,1
letak dago atas buat cafe jadi exclusive nyaman nongkrong cafe bikin gak mau pulang tiap gubug ain bantal makan minum enak ga mahal cafe jakarta paling penting live musicnya keren,3,positif,0.1,2017-08-01,1
cafe satu beda tiba langsung sambut alun musik merdu langsung duduk leseh view nya woww cukup bagus sekali lampu lampu kota lihat banget makan sangat variatif banget mulai makan indonesia western harga si sesuai sama tempat pokok recomended banget dehh kapan kapan datang,3,positif,0.06976744186046512,2017-07-01,1
betul datang cafe pasang tempat asik pasang utama mau ngadain candle terang dinner gazebo modern tata rapi bersih tambah view kota bandung jadi nilai tambah tempat makan enak harga ga terlalu mahal sesuai tempat layan cafe jadi salah satu tempat favorit dinner dar kumpul kumpul teman,4,positif,0.08695652173913043,2017-07-01,1
saung leseh enak buat kumpul keluarga serasa kumpul rumah makan indonesia cocok banget buat kumpul,2,positif,0.13333333333333333,2017-07-01,1
bulan puasa kemarin ajak keluarga buka puasa salah satu cafe dago atas lokasi sangat mudah jangkau view rasa cukup bagus lihat pandang kota bandung menu sendiri betul pesan nasi raos komplit rasa recomended harga tidak terlalu mahal porsi jumbo pkonya mntap belum pernah datang cbain bkal tagih datang tempat,1,positif,0.02040816326530612,2017-07-01,1
tempat bagus iya bagus banget dateng kesini bareng keluarga semarang medan ken nyobain tempat makan biasa akhir pilih jatuh kesini macet kesini sapa ramah sama staffnya bahkan kakak sepupu pakai kursi roda langsung bantu tanpa minta staffnya benar benar helpful banget harga makan sih cukup mahal kayak sesuai sih sama pandang tawar rasa sih enak enak turut aku bahkan makan sini bukan buat makan nya banget buat pemandanganya,6,positif,0.08823529411764706,2017-06-01,1
pertama kali datang cafe woww indah malam hari kota bandung lihat duduk leseh pas masuk cafe live musik suasana cafe romantic cocok buat pasang maupun kumpul keluarga mes salmon norwegian rasa enak banget menu cukup variatif harga lumayan mahal makan enak suasana nyaman,6,positif,0.13953488372093023,2017-04-01,1
tempat romantis cocok makan pasang tidak salah rombong atas bukit pakar dago belum terlalu atas kota bandung sini nikmat pandang kota bandung atas utama malam hari lihat kerlap kerlip lampu kota bandung leseh tempat duduk meja nikmat hidang saji live music tambah nikmat santap makan sini masakan sunda eropa asia pokok lengkap makananya enak paling penting suasana undang kesini,3,positif,0.05084745762711865,2017-04-01,1
tempat romantis pas atas bukit sangat rekomendasi suasana romantis bawa jaket iya biar gak dingin,2,positif,0.13333333333333333,2017-03-01,1
lokasi mudah jangkau daerah dago pakar makan enak utama chicken cordonbleu nya juaraaa banget layan sangat baik view kota bandung pasang keluarga samgat cocok,5,positif,0.20833333333333334,2017-03-01,1
tempat paling dekat kota bandung lihat suana bandung malam hari live music nya,0,netral,0.0,2017-01-01,0
raya tahun baru kesini doubledate paket min order couple wort it banget lah terus kesini buat celebrate ulangtaun ma sang suami tempat asik banget suka live musik beberapa tempat duduk lihat cityligh harga relatif lah uda makan steak tuhh,0,netral,0.0,2016-12-01,0
waktu tidak salah lihat sunset dr the stones cafe rooftop santai banget buat semua suasana apa pacar hehehe romantis dg belanja rp f b nikmat rendam kolam lihat sunset,1,positif,0.034482758620689655,2016-11-01,1
buat couplee recommended bnget buat coba in dinner siniii asyik bngett nyaman cozy romantis sweet makan ny enakk cwe suka dee snii nagih pdhal jombloo,5,positif,0.2,2016-07-01,1
waktu rombong kantor buka puasa sama sini seru betul lokasi kantor selatan lokasi the stone cafe utara orang bandung beberapa undang orang jakarta hadir makan cukup enak tempat nyaman nikmat suasana kota bandung layan ramah semua nikmat puas,7,positif,0.18421052631578946,2016-06-01,1
uda beberapa x sini selalu enak tidak pernah gagal malam nyobain nasi ase bal sukses free takjil semua enak,2,positif,0.10526315789473684,2022-04-01,1
niat awal ken ngemil lihat luar tempat tampak elit banget gitu takut shock kalau lihat harga goda buat icip sedikit makan jadi cobain sih overallnya enak ga spesial bikin ken dateng cuma enak gitu paling kesan sih ayam soal bumbu resap pas matang colenak aneh soal aroma daun jeruk tahu telor enak porsi kecil bumbu kacang dikit banget masa bir pletok juara sih suka banget,2,positif,0.03076923076923077,2019-12-01,1
tempat cukup besar leseh nya lampu gantung nya lucu sayang makan nya siih biasa banget engga sesuai ekspektasi liat tempe goreng nya tidak tarik gurame goreng nya hambar enak cuma nasi tutug oncom nya sm udang asam manis sayang banget laah layan nya kurang deh pdhl sepi layan satu tidak integrasi kecewa,4,positif,0.07692307692307693,2021-03-13,1
paviliun sunda betul deket banget sama hotel tempat aku inap bandung tepat seberang hotel adik pavilijoen restaurant cukup besar area tempat duduk leseh table biasa interior minimal sederhana rumah jadi resto masakan tawar masakan sunda menu cukup variasi tarik aku keluarga coba beberapa menu cuma miscall goreng tepung ikan gurame saus padang cuma miscall saus padang udang bakar ayam bakar bakwan jagung taste makan turut standart banget sih banyak restaurant sunda bandung jauh lebih enak,7,positif,0.09333333333333334,2019-01-01,1
nyobain bukber kantor sini nyata tempat besar iya nah pertama sen dulu tuh counter makan nya sen paket ririungan b ber isi cukup banyak gurame ayam goreng bakar nasi tutug oncom nasi merah nasi putih peda lotek tahu tempe bakwan jamur crispy sambal lalap sayang semua saji adem yah ga panas ga anget gitu paling oke rasa si gurame goreng nya sih gurih sambal kecap enak ayam goreng nya tasteless ikan peda nya lumayan jamur crispy nya lumayan sambal enak sambel dadak pedes nya pas nambah selera makan sen cendol rasa biasa kurang santan turut sih,8,positif,0.08333333333333333,2018-05-01,1
sen paket b orang sini makan cukup kumplit nasi putih tutug oncom nasi merah lauk ayam goreng ayam bakar ikan gurame jamur crispy karedok tahu tempe overall paling enak ikan gurame nya kalau biasa mungkin makan ga anget kali iya sen paket bukber makan ready meja dr jam sini tempat luas jadi cocok buat mau ngadain acara,2,positif,0.03508771929824561,2018-05-01,1
cobain resto sejarah pas braga pas wiken live music cm ken ngemil tunggu hujan henti cobain bitterballen pofertjes pofertjes nya pas awal dalem tepung banget tanda kurang mateng balikin kitchen ganti baru servis sigap bitterballennya kurang spesial cemilan cobain es cappucino kayak sih watery banget,2,positif,0.044444444444444446,2022-12-01,1
nyobain breakfast sini weekend penuuh layan aga lamaa sini free welcome drink tea coffee fresh milk air putih french toast choco banana buah an nya segar french toast nya empuk gak terlalu garing choco banana nya pas gk terlalu manis choconya overall suka bgini,0,netral,0.0,2020-02-01,0
kata kalau menu breakfast dsinu tuh murah banding menu regular akhir ku coba nasi goreng oriental nya komplit sate ayam telur dadar iris tipis acar kerupuk turut sih nasi goreng nya lebih mirip nasi goreng daun jeruk banyak banget chopped daun jeruk nya rasa enak terang gak oily sate ayam nya empuk balut sauce nya kaya barbecue sc campur kecap overall enak siih bikin kenyang classic french toast nya terlalu lembek pakai roti tawar biasa terlalu lama soak nya biasa kalau french toast kan pakai brioche colenak nya asam banget tapenya kurang lama bakar nya kalau topping gula kelapa nya si enak sebenernya kalau makan bareng sih tutup si asam nya,0,netral,0.0,2019-12-01,0
kali kali nyobain menu regular nya kumpul bareng teman tempat enak banget soal classic classy pizza nya masuk pizza tipis rasa enak balance sauce topping nya cheese cake nya siih lebih mirip japanesse cheese cake yaa padahal harap nya ny cheese cake kurang puas kalau mango frape seger sih bikin brain freeze,2,positif,0.038461538461538464,2019-10-01,1
sen nasi goreng seafood pizza jenis keju es krim goreng flambe es kakak perempuan stroberi nasi goreng rasa kayak nasi goreng rumah porsi banyak seafoodnya banyak pizza nya keju rasa banget jadi cenderung lebih asin dikit kurang stringy gitu iya lebih rasa process cheesenya es krim goreng flambe nya aku kurang suka pakai whisky saus jeruk whisky kalau blend jadi pait banget es krimnnya kurang balancing rasa harga iya range rb an deh makan sama keluarga cocok tempat luas layan banyak selamat coba,5,positif,0.060240963855421686,2018-10-01,1
bingung sarap mana pagi akhir nemu resto legendaris buka pagi sarap ria sini menu agam harga oke paket hemat braga permai jalan braga makan minum bagai snack kue tart roti coklat jelly tempat luas ramai unjung,2,positif,0.05555555555555555,2018-10-01,1
salah satu restaurant legendaris nama sohor mana mana tempat nyaman lengkap suasana vintage hibur musik selalu tampil buat restaurant tidak pernah sepi layan ramah awal selalu beri snack ringan gratis upa kue,3,positif,0.09375,2017-06-01,1
porsi makan jumbo kemarin sen makan buat jus strawberry nya recommended bangeeet tekstur kental rasa enak rasa banget asli buah strawberry ga campur apa apa pandang sini enak plus angin lumayan sejuk kota bandung lihat sini pas kesini siang hari seru kalau malam lihat lampu lampu kota bandung layan ramah informatif sigap banget padahal acara tetap standby layan tamu,7,positif,0.11864406779661017,2018-12-01,1
servicenya kurang baik makan keluar lama banget susah banget manggil staffnya kali datengnya habis makan tempat jadi nga terlalu kesel nungguin makan untung makan enak,-2,negatif,-0.08,2018-02-01,2
tempat kenal viewnya getar mata hati pandang harga makan tempat cukup pricey rasa makan enak kurang makan pes chicken four season porsi cukup agam bukan isi steak ayam salad sosis bacon kenyang tom yum goong rasa tom yumnya segar udang ukur jumbo zuppa zuppa rasa creamynya enak tidak buat eneg hangat banana flambee ice cream pisang goreng ice cream vanilla bagai menu dessert tidak terlalu suka baileys jadi kurang suka dessert rasa baileysnya sangat strong minum pes valley machiato minum kopi padu baileys tidak terlalu suka baileys minum tidak cocok lidah,4,positif,0.04395604395604396,2016-12-01,1
pertama banget makan dusun bambu lama makan bandung sih jarang banget makan makan sundaan sini tempat wisata jadi khas makan sundaan makan pinggir danau shock banget tahu harga harap harga banding rasa nyata rasa liwet gak jauh beda sama liwet banyak turut tidak uang wah rasa sih suasa hiking betah gamau anjak,0,netral,0.0,2017-12-01,0
wow ga nyanga smuanya enak ga kecewa veggie chips beneran tipis crispy seasoningnya ampun deh iya kentang iya ubi bahkan terong enak semua nagih banget ngemil terus nasi kecombrang wangi asa rempah cocok banget sama ayam tirtayasa crispy aroma sedep jeruk bal terus ayam mangga saus asam manis jadi lengkap gitu rasa akhir steak uda tau iya kalau wagyu beneran empuk minta medium well tuh beneran pas banget manggangnya sama dislice iya smokenya in the edge of the meat nah kalau bitterballen selalu sukses bikin inget mama salah satu snack suka kalau sini fix sen bitterballen that s why yakin banget puji habis abis bitterballennya bagaimana tidak sekali gigit langsung rasa gurih ga cuma kentang kosong doang balur tepung sayur paling memang si truffle mayonya jadi bikin enak banget cepat sih mah abis ga menit,6,positif,0.044444444444444446,2022-11-01,1
pertama iya dr mau sen nungguin layan kok ga dateng samperin donk tmpat ambil makan tnya sen bagaimana soal gda waiter lewat ters nggu deh tu waiter sen aym betutu lemon tea pesan menit pgn minum kok ga kasih gk anter minumny terus krna udh sking lapernya makan dulu menu ayam asin kelas resto hrg rb porsi aymnya rasa amis tenggorok bkin eneg gk nafsu akhrnya ksih tmn aymnya ampe sdh mau kelar makan masa minum belum anter smpe panggil waiter baru anter parah banget masa gda manajemen makan udh kelar gk kasih minum udh gitu banyak lalet mon maaf iya crita apa udh gitu beri lemon tea cicip belum gula tgguin kok wait r gk nganter ggula meja ahh males banget mau minta gula udh males bicara sm si waiternya gak layan prima,1,positif,0.007462686567164179,2021-04-01,1
makan udara sejuk pandang asri layan prima tempat luas punya beberapa spot makan pilih harga masuk mahal porsi tidak terlalu besar saji alat makan sungguh cantik ala tradisional rasa nothing special,2,positif,0.06451612903225806,2019-03-01,1
daerah lembang cuaca enak makan enak harga jangkau tempat mantap,3,positif,0.3,2022-08-01,1
jalan jalan bandung nyobain lewat nasi timbel ikan teri nya enakk asin nasi sendiri wangi gurih kayak nasi uduk enaak deh sambelnya pedes ayam bakar resep bumbu nya bukan pakai ayam negri katany ayam kalas enak,2,positif,0.05555555555555555,2018-09-01,1
suasana lah adem nyaman harga rasa makan terlalu mahal biasa layan kurang dapur pisah jadi beberapa pesananan miss,-2,negatif,-0.1111111111111111,2018-10-01,2
over price rasa makan pesan biasa rasa segitu iya mahal sebenernya sana nasi goreng kambing enak steaknya biasa banget tempat iya biasa dateng pas siang dn duduk luar jadi ga life musicnya iya gitu balik kayak engga banyak lbh enak,-1,negatif,-0.025,2020-01-01,2
restaurant raja sunda letak dekat pintu tol pasteur mau tinggal kota bandung makan makan sunda coba restaurant buat sih benar citra rasa biasa tambah antri lumayan panjang tunggu jam padahal banyak sekali meja meja kosong harga lumayan mahal binggung piring kotor tumpuk dekat minum sisi kanan kasir tidak cuci piring sigap langsung cuci piring bekas customer jadi tambah kesan jorok,1,positif,0.016666666666666666,2018-06-01,1
alam makan buat buka sama makan memang enak sayang layan laki sangat judes makan taruh enak nasi bakul taro depan muka minta angkatin gelas kosong bahkan bilang tangan cuma,3,positif,0.10344827586206896,2018-06-01,1
resto letak tepi jalan pasteur arah jakarta jadi pas rehat jenak jalan jalan hari bandung resto tawar masakan khas sunda baik ikan ayam bebek masak goreng bakar harga memang mahal sesuai rasa,2,positif,0.0625,2018-01-01,1
benar ga cuma kali kayak aku kesini menu sedikit manarik perut ken sayang aku ga makan banyak kaya ikan asin iya alergi,2,positif,0.09090909090909091,2017-05-01,1
enak bikin lebih enak group lunch people pesan paket gitu buat meja orang datang semua makan mejeng meja good thing is buat kelaperan langsung hajar not that good thing is gurame terbang ayam goreng ayam bakar dingin alot pilih sambelnya ga mantap warsun murah depan rumah suka tahu baso bayam telor puyuh hotplatenya must do thing poto poto pakai property cepot tangga tuju lantai,2,positif,0.03125,2017-04-01,1
cari masakan sunda asli sini tempat enak pas lidah semua menu sini kasih jempol deh nama sayur asam ikan gurami goreng nya ehmm tambah sambel khas ala sunda pokok nya kalau daerah cipaganti sini jangan lupa deh singgah tempat ken balik deh,1,positif,0.023809523809523808,2016-06-01,1
resotan leatknya sangat strategis apabila pergi luar kota bandung kalau masuk kota bandung lalu tol pasteur makan saji tarik bersih menu ikan goreng ayam goreng cuma miscall paket nasi nasi ulam rekomended datang kesini keluarga,1,positif,0.02857142857142857,2016-05-01,1
sempat coba beberapa menu sayur asemnya enak ikan terbang gorennya enak lihat goreng terlalu kering rasa tidak istimewa sup ikan baik tidak pes rasa jauh ekspektasi perlu hati hati duri tulang halus ikan layan bagus cara umum citarasa makan tidak istimewa biasa,-2,negatif,-0.047619047619047616,2015-04-01,2
makan sedia cukup agam tidak makan sunda seafood rasa tidak terlalu istimewa lokasi strategis pasteur sedia ruang makan private keluarga nasi liwet pesan rasa tidak terlalu gurih karedoknya enak ayam goreng maupun ayam bakar rasa standar,2,positif,0.05555555555555555,2015-01-01,1
plus menu makan variatif rasa enak lezat porsi banyak cocok unjung lapar nuansa khas sunda negatif layan bilang cukup lama betul kunjung sedang lapar jadi tunggu cukup lama maaf,4,positif,0.13793103448275862,2014-12-01,1
layan manajemen mesan buruk,-1,negatif,-0.25,2016-09-01,2
sangat buruk bbrp tamu lihat tukang masak irasional tidak masuk akal waktu masak sembur mulut cair air minyak wajan goreng laku org tukang masak tukang bakar makan ulang kali lihat jadi bbrp tamu urung niat makan alas daun komplain pihak manager jadi sebut tidak ulang pihak manager langsung ganti tukang masuk sebut saran perhati tukang masak restoran alas daun apabila mau makan tempat sebut pikir x makan rumah mkn alas daun,-4,negatif,-0.056338028169014086,2014-07-01,2
biasa menu kuliner sunda umum tidak terlalu istimewa saji tidak biasa bagai tarik cara seluruh biasa,-4,negatif,-0.25,2019-04-01,2
restoran lumayan besar masuk tamu arah pramusaji pilih tempat duduk makan sedia cara prasmanan restoran sunda umum tamu bebas pilih makan kemudian beri pramusaji panas minum pilih bayar kasir bayar tunai non tunai tanpa tambah biaya rasa standard harga relatif sedikit lebih mahal banding tempat,1,positif,0.022222222222222223,2018-11-01,1
rumah makan unik unik makan benar alas daun tidak pakai piring sensasi makan beda kalau menu sih menu makan sunda enak cuman tidak spesial banget but jadi salah satu referensi tempat makan bandung coba,4,positif,0.11764705882352941,2018-07-01,1
datang sini waktu weekend jam ramai antri meja banyak jadi nunggunya ga terlalu lama menu prasmanan pajang depan muka gitu jadi kalap mesennya layan ramah sayang rasa makan biasa mungkin sedang ramai jadi nunggu makan lama coba makan sini asal tahu unik lho makan pakai alas daun tanpa piring kalau balik sih mikir dulu kali iya,-3,negatif,-0.05357142857142857,2018-04-01,2
makan lumanyan enak khas sunda tempat enak cara saji unik sate nya enak ayam bakar enak,4,positif,0.25,2018-04-01,1
makan grup sini ramai ramai sangat asyiiik menu makan sunda gurane goreng sayur jamur ayam bakar lalap kayan masuk cepat,-1,negatif,-0.05,2017-12-01,2
minggu sore restaurant belum banyak langgan area cukup besar buffett lengkap staff lihat on guard to their job not to customer menu variasi cukup banyak indonesian style konsep dada was oke detail ambiance kurang tunjang thema alas daun lemas tidak lap debu kotor daun nasi beras keras tidak kenyal stratchy rasa dominan rawit,-2,negatif,-0.03773584905660377,2016-10-01,2
pedas mulut pedas kantong tempat sih tarik mudah jangkau segala arah menu saji cukup variatif tata rapih betul cukup nikmat tidak sesuai list harga urtuk makan sama sekali tidak pilih sayur bunga pepaya mungkin tambah kata pedas saji bahkan lebih banyak cabe bunga pepaya minta tambah air kakak perempuan beri bukan kakak perempuan hangat kakak perempuan panas ayam taliwangnya kecil banget segi harga wow muahual lebih baik resto jelas mahal fine ning deh resto padang kelas atas deh tahu mahal rasa lebih mantap,2,positif,0.024096385542168676,2016-09-01,1
tidak istimewa banding resto sunda rasa tidak istimewa mes ayam hejo rasa kurang nendang makan nikmat alas daun pisang tempat selalu ramai utama siang hari,-2,negatif,-0.08,2016-08-01,2
resto sunda unik lokasi dekat masjid pusdai seberang resto seafood hdl selalu ramai resto unik alas daun bagai ganti piring tempat cukup nyaman makan ramai ramai variasi menu cukup banyak lumayan enak cinta sambal sambal sini kurang nonjok,7,positif,0.18421052631578946,2016-08-01,1
reservasi rubah pihak rasa biasa harga cukup mahal hari belum datang buat reservasi hari h nya jam datang lokasi confirm kursi no datang sesuai jadwal orang tempat kursi minta ambil kursi nya kecewa kena rasa tidak jauh beda restaurant sunda nya saji panas sayur sambal nya kena harga lebih baik ambil habis kan harga cukup mahal banding tempat makan sunda nya ber orang kena biaya rp juta rp orang tempat tidak ber ac mudah an baik maju restauran depan nya,4,positif,0.05,2016-07-01,1
biasa mahal lokasi strategis penasaran daerah situ ramai trus parkir ntah hdl alas daun iya ramai sama keluarga rasa biasa mahal iya sayur seuprit tempat biasa beda cuma makan pke alas daun pisang,-7,negatif,-0.21212121212121213,2016-05-01,2
sedia bagai macam masakan sunda saji tanpa piring alas daun pisang soal rasa makan lumayan harga mahal,0,netral,0.0,2016-05-01,0
buruk datang sini buka puasa banyak unjung mes jadi meja jadi keluar gaya tradisional mes beberapa pilih makan harga lumayan mahal mes kolak pisang tiba tiba tidak enak sangat kecewa makan hujan deras semua lantai apung aku tidak percaya pertama kali akhir kunjung kesini,-3,negatif,-0.06818181818181818,2017-06-01,2
awal cukup bagus makan makan sama keluarga tidak jalan baik rasa tidak enak sama sekali jadi saran tidak makan sini tidak rasa jalan macet rasa makan makan biasa,0,netral,0.0,2016-08-01,0
makan lihat minyak kamar kecil beranta bau banyak orang pergi sana apa murah pergi belakang tempat mes makan terbang mana mana tidak bersih pihak mes makan lewat tidak kena diare,-1,negatif,-0.03333333333333333,2016-01-01,2
layan sangat buruk deal menu fasilitas price putus food tasting habis waktu jam tiba rubah deal fasilitas sangat tidak profesional buruk sekali,-2,negatif,-0.09090909090909091,2019-07-01,2
sangat mahal makan biasa biasa tidak special tempat porsi sedikit banyak tempat lebih layak coba cukup coba x,-1,negatif,-0.05555555555555555,2015-03-01,2
tidak senyum tidak harga tea bag lama tidak datang hummingbird kemarin jalan hari bandung nikmat sore flory hibiscus tea biasa campur madu lemon duduk depan layan depan tidak ramah biar tunggu lama minta password wifi suruh ambil sendiri tidak senyum bahkan minta tambah madu lemon minum layan rasa heran minta hampir tahun tidak tempat bagai tea lover tahu jual tea bag macam varian kakak perempuan kakak perempuan beberapa hari kadarluarsa toples tidak harga tera situ tanya berapa harga nya kata harga beda memang gak tera harga minta check lebih semua jadi berapa varian ambil lansung kasir nyata lansung sodor bill kurang belanja tea bag kasir bilang barang diinput semua tidak cancel kan barang mau cancel bukan produk konsumsi teabag minta check dulu harga tadi orang operation dunia retail hospitality industry tahu bagaimana jalan kerja pos kasir benar cancel code level sebut moga jadi masuk hummingbird lebih baik monitor bagaimana customer service jalan baik floor terima kasih,-1,negatif,-0.00641025641025641,2014-03-01,2
minum datang lamaaa makan kali nanyain waitress nya baru datang minum makan habis,1,positif,0.07692307692307693,2012-11-01,1
berisik pesta unjung tempat pesta ulang tahun sayang suasana tidak hangat pertama kali datang sini pesta benar benar rusak makan malam bising datang suara anak anak teriak seluruh area rasa restoran cepat saji coba minta staf tangan situasi tidak jadi kualitas menu sangat bagus suka,-3,negatif,-0.06666666666666667,2016-11-01,2
